,NAME,CITY,SALARY,EDUCATION,AGE,MARITAL_STATUS,YEAR
751,Mohamed Nasr,Minya,92922.73140857393,Tourism Studies,31,Divorced,2020
752,Nadia Mohsen,Luxor,109427.0,Commerce,48,Single,2020
753,Hassan Mahmoud,Shubra El Kheima,73014.0,Fine Arts,60,Single,2020
754,Wafaa Ezzat,Luxor,111261.0,Fine Arts,28,Widowed,2020
755,Eman El-Sayed,Damietta,136969.0,Law,35,Married,2020
756,Kamal Ahmed,Zagazig,92922.73140857393,Agriculture,35,Divorced,2020
757,Maher Mostafa,Cairo,118688.0,Science,23,Single,2020
758,Emad Ezzat,Kafr El Sheikh,43724.0,Psychology,28,Single,2020
759,Amir Hassanein,Tanta,12829.0,Economics and Political Science,28,Widowed,2020
760,Rania Ali,Ismailia,98748.0,Agriculture,41,Married,2020
761,Marwa El-Khouly,Qena,38772.0,Commerce,22,Single,2020
762,Hanan Adel,Damietta,92922.73140857393,Tourism Studies,21,Divorced,2020
763,Wafaa Saber,Shubra El Kheima,92922.73140857393,Public Relations and Advertising,33,Divorced,2020
764,Asmaa Mohammed,Cairo,38266.0,Civil Aviation,55,Married,2020
765,Soha El-Gabry,Luxor,92922.73140857393,Nursing,53,Divorced,2020
766,Mona Ramadan,Suez,68792.0,Medicine,44,Married,2020
767,Mamdouh Amin,Tanta,31723.0,Architecture,49,Married,2020
768,Ahmed Ali,Beni Suef,117041.0,Fine Arts,52,Single,2020
769,Khaled Ahmed,Luxor,92922.73140857393,Environmental Agriculture,28,Divorced,2020
770,Ali Fathy,Assiut,92922.73140857393,Medicine,52,Divorced,2020
771,Mohamed Fahmy,Port Said,92922.73140857393,Law,21,Divorced,2020
772,Ali El-Bakry,Alexandria,83989.0,Environmental Agriculture,35,Married,2020
773,Hend Fathy,Mansoura,131978.0,Economics and Political Science,56,Widowed,2020
774,Adel Ramadan,Sohag,92922.73140857393,Economics and Political Science,23,Divorced,2020
775,Hanan Ezzat,Qena,92922.73140857393,Tourism Studies,43,Divorced,2020
776,Eman Fahmy,Luxor,36276.0,Civil Aviation,43,Widowed,2020
777,Amir El-Gabry,Aswan,135265.0,Civil Aviation,39,Widowed,2020
778,Maher Fahmy,Assiut,13066.0,Commerce,41,Widowed,2020
779,Hend Hassanein,Qena,135269.0,Nursing,56,Divorced,2020
780,Reem Fawzy,Zagazig,87200.0,Engineering,23,Single,2020
781,Mohamed Fawzy,Zagazig,110477.0,Arts,36,Widowed,2020
782,Mohamed Ahmed,Beni Suef,55704.0,Pharmacy,40,Married,2020
783,Walid Hassanein,Cairo,75420.0,Medicine,24,Single,2020
784,Asmaa Salem,Damietta,55383.0,Environmental Agriculture,33,Widowed,2020
785,Soha El-Khouly,Mansoura,101863.0,Pharmacy,32,Divorced,2020
786,Mamdouh El-Sayed,Shubra El Kheima,105901.0,Public Relations and Advertising,58,Married,2020
787,Ahmed Salah,Giza,130968.0,Engineering,28,Married,2020
788,Walid Osman,Luxor,102147.0,Science,50,Single,2020
789,Youssef Adel,Aswan,106967.0,Arts,54,Divorced,2020
790,Hend Hassanein,Sohag,49454.0,Education,60,Married,2020
791,Adham Youssef,Giza,91438.0,Law,33,Single,2020
792,Tamer Abdelhak,Shubra El Kheima,86859.0,Architecture,36,Widowed,2020
793,Khaled Moharram,Giza,117040.0,Civil Aviation,47,Single,2020
794,Fatma Ezzat,Sohag,75794.0,Pharmacy,30,Divorced,2020
795,Adham Ibrahim,Qena,78976.0,Nursing,52,Widowed,2020
796,Kamal Nasr,Minya,103530.0,Computer Science and Information Technology,54,Divorced,2020
797,Mervat Mostafa,Cairo,105005.0,Civil Aviation,22,Divorced,2020
798,Soha Ahmed,Zagazig,93442.0,Economics and Political Science,46,Single,2020
799,Hoda Youssef,Assiut,104775.0,Agriculture,55,Widowed,2020
800,Soha Hassan,Kafr El Sheikh,132878.0,Engineering,27,Married,2020
801,Emad El-Din,Aswan,138502.0,Agriculture,49,Married,2020
802,Mariam Saad,Tanta,89261.0,Tourism Studies,23,Divorced,2020
803,Mariam Ibrahim,Assiut,70178.0,Fine Arts,44,Widowed,2020
804,Sara Khalid,Beni Suef,97692.0,Engineering,60,Married,2020
805,Hassan Ragab,Kafr El Sheikh,70425.0,Fine Arts,47,Single,2020
806,Amir Fahmy,Beni Suef,41269.0,Environmental Agriculture,21,Single,2020
807,Nadia Ahmed,Damietta,113143.0,Tourism Studies,60,Married,2020
808,Salma Mostafa,Qena,96147.0,Computer Science and Information Technology,23,Widowed,2020
809,Nagla Ragab,Giza,51693.0,Law,38,Widowed,2020
810,Ahmed Mohammed,Alexandria,102826.0,Public Relations and Advertising,45,Single,2020
811,Asmaa Hassan,Ismailia,24910.0,Architecture,39,Divorced,2020
812,Hoda Mohsen,Sohag,87788.0,Tourism Studies,23,Widowed,2020
813,Fatma Ali,Alexandria,76349.0,Architecture,57,Single,2020
814,Nadia Zaki,Damietta,113238.0,Computer Science and Information Technology,58,Widowed,2020
815,Tamer Abdelaziz,Tanta,92922.73140857393,Nursing,49,Divorced,2020
816,Salma Nasr,Minya,68276.0,Psychology,55,Married,2020
817,Nermine Nasr,Ismailia,98326.0,Pharmacy,30,Widowed,2020
818,Reem Ragab,Minya,22529.0,Applied Sciences,57,Widowed,2020
819,Fatma Saber,Sohag,129519.0,Fine Arts,33,Married,2020
820,Soha Mustafa,Kafr El Sheikh,92922.73140857393,Tourism Studies,24,Divorced,2020
821,Mohsen Saeed,Damietta,116710.0,Science,49,Widowed,2020
822,Magdy Hassanein,Kafr El Sheikh,149813.0,Applied Sciences,30,Widowed,2020
823,Yasser Abdelhak,Mansoura,18402.0,Commerce,46,Single,2020
824,Magdy Ahmed,Qena,110400.0,Civil Aviation,50,Widowed,2020
825,Mamdouh Ramadan,Assiut,39148.0,Education,21,Married,2020
826,Mohsen Zaki,Damietta,99313.0,Agriculture,37,Widowed,2020
827,Adel Abdelaziz,Zagazig,144047.0,Engineering,37,Widowed,2020
828,Mona Ezzat,Zagazig,123012.0,Commerce,29,Married,2020
829,Rania Youssef,Shubra El Kheima,27124.0,Nursing,21,Widowed,2020
830,Nermine Emam,Assiut,92922.73140857393,Commerce,60,Divorced,2020
831,Mona Hassanein,Tanta,144919.0,Law,59,Single,2020
832,Khaled El-Din,Tanta,28875.0,Economics and Political Science,53,Married,2020
833,Maher Nour,Assiut,92922.73140857393,Tourism Studies,57,Divorced,2020
834,Asmaa Moharram,Mansoura,118961.0,Agriculture,47,Single,2020
835,Ali Ibrahim,Asyut,40609.0,Applied Sciences,50,Married,2020
836,Reem Mahmoudi,Luxor,20091.0,Law,55,Married,2020
837,Adham Fathy,Sohag,127882.0,Public Relations and Advertising,25,Widowed,2020
838,Hassan Ezzat,Luxor,13780.0,Commerce,40,Single,2020
839,Tamer Mahmoud,Sohag,72174.0,Civil Aviation,48,Single,2020
840,Mamdouh Osman,Alexandria,92922.73140857393,Agriculture,29,Divorced,2020
841,Ashraf Ali,Port Said,57848.0,Tourism Studies,30,Married,2020
842,Nagla Saber,Beni Suef,88446.0,Commerce,59,Married,2020
843,Mohamed Abdelaziz,Giza,92922.73140857393,Agriculture,53,Divorced,2020
844,Ahmed Mansour,Assiut,89483.0,Agriculture,43,Married,2020
845,Nadia Abdelhak,Luxor,92922.73140857393,Education,44,Divorced,2020
846,Ali Mustafa,Sohag,92922.73140857393,Pharmacy,33,Divorced,2020
847,Emad Mahmoudi,Kafr El Sheikh,10307.0,Pharmacy,52,Married,2020
848,Sherif Salah,Assiut,92922.73140857393,Engineering,31,Divorced,2020
849,Sara Osman,Tanta,92922.73140857393,Commerce,55,Divorced,2020
850,Ahmed Hassanein,Damietta,58207.0,Agriculture,21,Widowed,2020
851,Ahmed El-Sayed,Zagazig,47810.0,Psychology,35,Widowed,2020
852,Yasmin Abdullah,Suez,108172.0,Psychology,49,Single,2020
853,Yasmin Hassan,Sohag,92922.73140857393,Civil Aviation,56,Divorced,2020
854,Nour Osman,Sohag,35423.0,Environmental Agriculture,37,Single,2020
855,Sherif Osman,Kafr El Sheikh,56129.0,Economics and Political Science,55,Widowed,2020
856,Mona Zaki,Aswan,98123.0,Education,24,Single,2020
857,Nadia Mustafa,Zagazig,9030.0,Engineering,60,Widowed,2020
858,Asmaa Ezzat,Sohag,79721.0,Computer Science and Information Technology,39,Single,2020
859,Yasmin Saad,Assiut,83453.0,Education,45,Widowed,2020
860,Mamdouh Soltan,Cairo,21265.0,Economics and Political Science,45,Single,2020
861,Samir Nasr,Suez,109273.0,Arts,46,Married,2020
862,Omar Fawzy,Zagazig,92922.73140857393,Engineering,57,Divorced,2020
863,Mervat Salah,Beni Suef,92922.73140857393,Applied Sciences,26,Divorced,2020
864,Rania Abdelhak,Beni Suef,92922.73140857393,Architecture,51,Divorced,2020
865,Khaled Mohammed,Aswan,92922.73140857393,Environmental Agriculture,27,Divorced,2020
866,Nagla Saber,Cairo,51651.0,Computer Science and Information Technology,30,Widowed,2020
867,Walid El-Bakry,Alexandria,95705.0,Education,48,Widowed,2020
868,Nagla Ibrahim,Mansoura,131389.0,Science,60,Widowed,2020
869,Nour Ramadan,Alexandria,141598.0,Psychology,24,Single,2020
870,Tamer Mahmoudi,Tanta,91559.0,Architecture,21,Married,2020
871,Soha Nasr,Luxor,7994.0,Civil Aviation,23,Widowed,2020
872,Youssef Mustafa,Luxor,19312.0,Commerce,51,Married,2020
873,Eman Khalid,Luxor,34634.0,Science,50,Widowed,2020
874,Nermine Gamal,Luxor,60703.0,Tourism Studies,27,Widowed,2020
875,Hanan Nour,Giza,104456.0,Psychology,53,Widowed,2020
876,Maher Adel,Cairo,27682.0,Arts,37,Single,2020
877,Khaled Ramadan,Suez,24637.0,Medicine,26,Single,2020
878,Amir Amin,Sohag,56459.0,Engineering,58,Single,2020
879,Salma Abdelaziz,Zagazig,92922.73140857393,Tourism Studies,47,Divorced,2020
880,Hany Fathy,Asyut,72418.0,Civil Aviation,33,Married,2020
881,Khaled El-Din,Tanta,92922.73140857393,Nursing,36,Divorced,2020
882,Hassan Emam,Zagazig,97110.0,Civil Aviation,59,Single,2020
883,Mohsen Ali,Luxor,92922.73140857393,Computer Science and Information Technology,60,Divorced,2020
884,Nagla Emam,Ismailia,110064.0,Civil Aviation,35,Single,2020
885,Sara Ibrahim,Giza,75965.0,Applied Sciences,44,Married,2020
886,Kamal El-Din,Mansoura,92922.73140857393,Arts,51,Divorced,2020
887,Nadia Ibrahim,Suez,47286.0,Tourism Studies,47,Single,2020
888,Reem El-Din,Shubra El Kheima,55702.0,Medicine,58,Married,2020
889,Ahmed El-Khouly,Port Said,103207.0,Science,22,Widowed,2020
890,Hoda Ramadan,Shubra El Kheima,69611.0,Civil Aviation,26,Divorced,2020
891,Hany Saber,Shubra El Kheima,108290.0,Commerce,33,Single,2020
892,Soha Mohammed,Kafr El Sheikh,40485.0,Tourism Studies,47,Married,2020
893,Marwa Fathy,Aswan,28940.0,Law,44,Widowed,2020
894,Hassan Nour,Minya,39664.0,Tourism Studies,32,Single,2020
895,Sara Hassanein,Assiut,57966.0,Civil Aviation,23,Widowed,2020
896,Mamdouh Mustafa,Shubra El Kheima,54861.0,Law,50,Single,2020
897,Fatma Nour,Asyut,68955.0,Science,42,Widowed,2020
898,Maher El-Din,Shubra El Kheima,10390.0,Public Relations and Advertising,44,Married,2020
899,Mervat Saber,Sohag,111116.0,Psychology,60,Divorced,2020
900,Hend Fathy,Damietta,82827.0,Pharmacy,27,Divorced,2020
901,Sara El-Sayed,Ismailia,50344.0,Nursing,60,Married,2020
902,Ahmed Sami,Tanta,51691.0,Civil Aviation,24,Single,2020
903,Mohsen Nour,Sohag,6279.0,Commerce,50,Divorced,2020
904,Tamer Saber,Beni Suef,5614.0,Engineering,26,Divorced,2020
905,Mohsen El-Khouly,Damietta,62917.0,Computer Science and Information Technology,46,Widowed,2020
906,Ashraf Emam,Qena,53886.0,Fine Arts,28,Widowed,2020
907,Eman Nasr,Kafr El Sheikh,113994.0,Arts,58,Single,2020
908,Mohamed Ragab,Assiut,33716.0,Public Relations and Advertising,43,Divorced,2020
909,Mohsen Ali,Aswan,100299.0,Agriculture,51,Divorced,2020
910,Magdy Sami,Asyut,72626.0,Engineering,42,Married,2020
911,Nour Ali,Beni Suef,130280.0,Tourism Studies,54,Widowed,2020
912,Sara Mohsen,Luxor,72994.0,Engineering,25,Single,2020
913,Hanan Mahmoudi,Luxor,20382.0,Agriculture,28,Widowed,2020
914,Adham Fathy,Zagazig,28227.0,Law,24,Single,2020
915,Fatma Zaki,Ismailia,109750.0,Civil Aviation,49,Single,2020
916,Mamdouh Adel,Sohag,103260.0,Economics and Political Science,51,Divorced,2020
917,Khaled Ramadan,Assiut,112768.0,Psychology,38,Single,2020
918,Tamer Abdelhak,Asyut,72663.0,Education,34,Divorced,2020
919,Mervat Hassanein,Tanta,116552.0,Agriculture,50,Single,2020
920,Ashraf Sami,Cairo,120813.0,Science,28,Widowed,2020
921,Adel Fathy,Assiut,30831.0,Psychology,43,Single,2020
922,Salma Amin,Cairo,131799.0,Architecture,57,Single,2020
923,Maher Fouad,Qena,82424.0,Medicine,24,Married,2020
924,Mamdouh Ragab,Suez,75852.0,Commerce,23,Married,2020
925,Yasser Mostafa,Minya,17473.0,Economics and Political Science,45,Single,2020
926,Amir Zaki,Alexandria,92902.0,Commerce,48,Single,2020
927,Sherif Sami,Giza,8382.0,Economics and Political Science,23,Widowed,2020
928,Mohsen Moharram,Asyut,76034.0,Law,44,Married,2020
929,Walid Moharram,Aswan,29689.0,Engineering,35,Single,2020
930,Adel Zaki,Giza,69770.0,Environmental Agriculture,22,Widowed,2020
931,Soha El-Gabry,Aswan,117296.0,Science,45,Single,2020
932,Eman Sami,Shubra El Kheima,35673.0,Commerce,34,Single,2020
933,Rania Ragab,Ismailia,70753.0,Agriculture,24,Single,2020
934,Kamal Gamal,Asyut,117282.0,Nursing,27,Widowed,2020
935,Mervat Khalid,Mansoura,72422.0,Commerce,39,Divorced,2020
936,Fatma Mohsen,Luxor,30296.0,Education,42,Married,2020
937,Amir Salah,Port Said,5282.0,Engineering,31,Single,2020
938,Mohsen Salah,Beni Suef,65914.0,Economics and Political Science,46,Married,2020
939,Marwa Youssef,Ismailia,118936.0,Agriculture,58,Widowed,2020
940,Omar Mostafa,Zagazig,44906.0,Environmental Agriculture,31,Widowed,2020
941,Hassan Ragab,Ismailia,4054.0,Public Relations and Advertising,43,Married,2020
942,Nadia Abdullah,Suez,12449.0,Economics and Political Science,24,Married,2020
943,Nermine Ramadan,Cairo,144489.0,Medicine,52,Single,2020
944,Mervat Mostafa,Minya,85743.0,Nursing,48,Single,2020
945,Sara Salah,Asyut,47713.0,Applied Sciences,22,Widowed,2020
946,Khaled Abdelaziz,Shubra El Kheima,84820.0,Civil Aviation,49,Married,2020
947,Fatma Ali,Luxor,20088.0,Fine Arts,42,Widowed,2020
948,Ali Abdelaziz,Damietta,101950.0,Psychology,45,Divorced,2020
949,Wafaa Abdelhak,Beni Suef,86572.0,Civil Aviation,38,Divorced,2020
950,Hanan Hassan,Suez,47535.0,Agriculture,31,Married,2020
951,Samir Saad,Luxor,62455.0,Computer Science and Information Technology,49,Divorced,2020
952,Marwa Saber,Minya,40823.0,Economics and Political Science,31,Widowed,2020
953,Adel Salem,Minya,71331.0,Economics and Political Science,37,Widowed,2020
954,Nour Salem,Kafr El Sheikh,47910.0,Commerce,36,Single,2020
955,Reem Fathy,Aswan,32636.0,Computer Science and Information Technology,53,Married,2020
956,Hoda Mohammed,Damietta,75213.0,Commerce,53,Married,2020
957,Sherif El-Gabry,Sohag,70756.0,Environmental Agriculture,25,Single,2020
958,Rania Nour,Luxor,42191.0,Medicine,44,Single,2020
959,Tamer Osman,Luxor,112114.0,Arts,49,Divorced,2020
960,Yasmin El-Bakry,Damietta,70243.0,Environmental Agriculture,28,Single,2020
961,Emad Zaki,Luxor,140297.0,Civil Aviation,54,Divorced,2020
962,Soha Abdullah,Minya,138412.0,Education,33,Widowed,2020
963,Magdy Fathy,Giza,98783.0,Architecture,26,Single,2020
964,Nadia El-Gabry,Assiut,7430.0,Engineering,35,Married,2020
965,Samir Nour,Sohag,92088.0,Science,46,Single,2020
966,Mona Fathy,Mansoura,19752.0,Nursing,42,Divorced,2020
967,Wafaa Ibrahim,Cairo,99618.0,Law,36,Divorced,2020
968,Walid Nasr,Aswan,20980.0,Computer Science and Information Technology,38,Widowed,2020
969,Hanan Mahmoudi,Qena,14620.0,Civil Aviation,23,Single,2020
970,Laila Ahmed,Luxor,42673.0,Civil Aviation,22,Married,2020
971,Hend Mahmoudi,Asyut,17458.0,Applied Sciences,38,Single,2020
972,Nermine Mahmoud,Qena,30082.0,Agriculture,34,Married,2020
973,Sara Ezzat,Sohag,37579.0,Computer Science and Information Technology,30,Divorced,2020
974,Mohsen Nour,Tanta,60656.0,Engineering,22,Widowed,2020
975,Adel Amin,Cairo,53506.0,Medicine,59,Widowed,2020
976,Hassan Ramadan,Qena,70778.0,Arts,33,Single,2020
977,Eman Fahmy,Assiut,17317.0,Public Relations and Advertising,45,Married,2020
978,Sara Mahmoudi,Damietta,54904.0,Medicine,28,Divorced,2020
979,Sherif Gamal,Mansoura,19726.0,Law,47,Married,2020
980,Mohamed Fathy,Beni Suef,114768.0,Psychology,38,Married,2020
981,Ashraf Fahmy,Qena,91087.0,Engineering,51,Divorced,2020
982,Nour El-Bakry,Alexandria,116730.0,Arts,56,Widowed,2020
983,Mohsen Mustafa,Asyut,115578.0,Agriculture,31,Single,2020
984,Hanan El-Gabry,Port Said,15685.0,Economics and Political Science,59,Widowed,2020
985,Asmaa Zaki,Mansoura,95049.0,Engineering,39,Widowed,2020
986,Hanan Hassanein,Aswan,51359.0,Applied Sciences,43,Married,2020
987,Laila Khalid,Shubra El Kheima,58301.0,Medicine,57,Widowed,2020
988,Salma Nasr,Assiut,2708.0,Psychology,33,Widowed,2020
989,Hany Mahmoud,Mansoura,109753.0,Medicine,34,Divorced,2020
990,Ali Adel,Suez,101913.0,Civil Aviation,44,Widowed,2020
991,Hoda Salah,Ismailia,143717.0,Commerce,45,Married,2020
992,Samir El-Gabry,Cairo,14187.0,Nursing,28,Married,2020
993,Wafaa Abdelaziz,Qena,57801.0,Environmental Agriculture,52,Widowed,2020
994,Adel Ragab,Giza,72675.0,Public Relations and Advertising,54,Married,2020
995,Asmaa Mostafa,Ismailia,66793.0,Environmental Agriculture,24,Single,2020
996,Ali Mustafa,Zagazig,92383.0,Environmental Agriculture,25,Divorced,2020
997,Mohsen Saeed,Asyut,71721.0,Commerce,39,Divorced,2020
998,Kamal Mohsen,Cairo,33472.0,Tourism Studies,58,Divorced,2020
999,Walid Salem,Mansoura,139173.0,Arts,32,Married,2020
1000,Hanan Fouad,Alexandria,83018.0,Pharmacy,21,Married,2020
1001,Hassan Hassan,Damietta,67351.0,Nursing,37,Widowed,2020
1002,Mohsen Moharram,Minya,35542.0,Commerce,27,Divorced,2020
1003,Hanan Ragab,Sohag,67027.0,Pharmacy,47,Widowed,2020
1004,Samir El-Sayed,Aswan,78668.0,Environmental Agriculture,38,Divorced,2020
1005,Khaled Moharram,Zagazig,106087.0,Fine Arts,31,Married,2021
1006,Mohamed Fathy,Qena,15029.0,Medicine,37,Widowed,2021
1007,Khaled Abdelhak,Assiut,37118.0,Law,43,Married,2021
1008,Mohamed Abdullah,Aswan,119574.0,Commerce,54,Widowed,2021
1009,Yasser Abdelhak,Shubra El Kheima,50350.0,Medicine,48,Single,2021
1010,Tamer Ezzat,Beni Suef,4526.0,Nursing,58,Divorced,2021
1011,Youssef Abdelhak,Damietta,60967.0,Agriculture,59,Married,2021
1012,Nagla Hassan,Zagazig,115660.0,Engineering,39,Divorced,2021
1013,Walid El-Khouly,Damietta,97732.0,Commerce,55,Married,2021
1014,Hoda Ahmed,Sohag,128991.0,Law,21,Married,2021
1015,Laila Abdelaziz,Qena,55317.0,Science,34,Divorced,2021
1016,Maher Moharram,Alexandria,100620.0,Science,45,Widowed,2021
1017,Emad Moharram,Ismailia,122381.0,Nursing,51,Divorced,2021
1018,Kamal Abdelhak,Ismailia,62203.0,Computer Science and Information Technology,49,Single,2021
1019,Hanan Mahmoud,Tanta,75220.0,Law,43,Single,2021
1020,Hanan Ezzat,Damietta,102949.0,Commerce,26,Married,2021
1021,Emad Saber,Luxor,104137.0,Agriculture,35,Divorced,2021
1022,Yasser Hassanein,Kafr El Sheikh,43735.0,Arts,51,Single,2021
1023,Sherif Salah,Damietta,78580.0,Civil Aviation,48,Single,2021
1024,Asmaa El-Khouly,Zagazig,116607.0,Pharmacy,35,Single,2021
1025,Yasser El-Sayed,Sohag,145327.0,Applied Sciences,22,Widowed,2021
1026,Mohamed Mahmoudi,Tanta,95308.0,Public Relations and Advertising,57,Married,2021
1027,Mohamed El-Bakry,Damietta,47891.0,Psychology,53,Widowed,2021
1028,Yasmin Abdullah,Kafr El Sheikh,120495.0,Engineering,42,Widowed,2021
1029,Mohamed Saad,Shubra El Kheima,88035.0,Environmental Agriculture,58,Widowed,2021
1030,Nour Fahmy,Damietta,67138.0,Environmental Agriculture,37,Single,2021
1031,Adel Saad,Port Said,38090.0,Tourism Studies,52,Widowed,2021
1032,Youssef Ibrahim,Port Said,137544.0,Architecture,39,Widowed,2021
1033,Hend Salem,Zagazig,88715.0,Medicine,45,Divorced,2021
1034,Eman Emam,Cairo,132172.0,Law,50,Single,2021
1035,Laila Abdelaziz,Alexandria,94728.0,Fine Arts,38,Widowed,2021
1036,Hassan Ramadan,Shubra El Kheima,60475.0,Law,32,Widowed,2021
1037,Ali El-Khouly,Tanta,139581.0,Commerce,25,Widowed,2021
1038,Reem Mahmoudi,Minya,50725.0,Economics and Political Science,40,Divorced,2021
1039,Walid Abdelaziz,Minya,140476.0,Engineering,38,Single,2021
1040,Ali Mohammed,Ismailia,8987.0,Arts,34,Married,2021
1041,Wafaa Fouad,Shubra El Kheima,50504.0,Engineering,47,Widowed,2021
1042,Asmaa Ramadan,Assiut,133404.0,Medicine,55,Widowed,2021
1043,Yasser Adel,Tanta,127724.0,Economics and Political Science,41,Single,2021
1044,Samir Adel,Kafr El Sheikh,121117.0,Pharmacy,33,Single,2021
1045,Omar Fahmy,Giza,104406.0,Applied Sciences,28,Married,2021
1046,Amir Mustafa,Port Said,76344.0,Architecture,37,Widowed,2021
1047,Asmaa El-Sayed,Minya,38439.0,Commerce,30,Divorced,2021
1048,Samir El-Sayed,Cairo,8961.0,Science,58,Widowed,2021
1049,Samir Abdullah,Aswan,104441.0,Agriculture,25,Divorced,2021
1050,Sherif Mahmoud,Mansoura,54302.0,Arts,56,Married,2021
1051,Walid Ezzat,Damietta,37166.0,Commerce,40,Widowed,2021
1052,Omar Hassanein,Zagazig,40432.0,Civil Aviation,49,Widowed,2021
1053,Fatma Mohammed,Asyut,2476.0,Architecture,56,Widowed,2021
1054,Samir Hassanein,Mansoura,81823.0,Applied Sciences,42,Single,2021
1055,Sara Abdullah,Mansoura,116855.0,Commerce,29,Single,2021
1056,Kamal Ramadan,Alexandria,3066.0,Economics and Political Science,53,Married,2021
1057,Mona Salah,Damietta,22632.0,Civil Aviation,49,Single,2021
1058,Maher Emam,Tanta,136156.0,Pharmacy,26,Widowed,2021
1059,Soha Nasr,Suez,133230.0,Engineering,55,Married,2021
1060,Asmaa Saber,Ismailia,89197.0,Fine Arts,30,Divorced,2021
1061,Soha Mahmoud,Asyut,131568.0,Architecture,24,Divorced,2021
1062,Hend Ramadan,Asyut,17571.0,Arts,51,Married,2021
1063,Nagla Salah,Asyut,134655.0,Engineering,53,Single,2021
1064,Ahmed Hassanein,Port Said,36746.0,Engineering,55,Single,2021
1065,Salma El-Khouly,Tanta,114111.0,Tourism Studies,39,Divorced,2021
1066,Wafaa Fahmy,Suez,22769.0,Tourism Studies,55,Single,2021
1067,Mervat Nasr,Ismailia,120478.0,Commerce,45,Widowed,2021
1068,Youssef Nour,Giza,49819.0,Computer Science and Information Technology,35,Divorced,2021
1069,Emad Hassanein,Asyut,61111.0,Engineering,58,Divorced,2021
1070,Nour Khalid,Giza,109881.0,Education,38,Divorced,2021
1071,Ahmed Saeed,Alexandria,25276.0,Nursing,45,Divorced,2021
1072,Mamdouh Abdelhak,Tanta,70319.0,Architecture,52,Married,2021
1073,Mervat Abdullah,Giza,104056.0,Applied Sciences,51,Single,2021
1074,Yasmin Mahmoudi,Luxor,57010.0,Law,57,Single,2021
1075,Omar Khalid,Cairo,100327.0,Agriculture,53,Single,2021
1076,Rania Osman,Ismailia,110264.0,Architecture,31,Married,2021
1077,Samir Ali,Luxor,100440.0,Commerce,56,Divorced,2021
1078,Maher El-Gabry,Assiut,16498.0,Agriculture,29,Divorced,2021
1079,Mariam Nasr,Minya,38573.0,Civil Aviation,22,Single,2021
1080,Hany Hassanein,Giza,94354.0,Law,43,Divorced,2021
1081,Nour Zaki,Alexandria,10817.0,Economics and Political Science,28,Widowed,2021
1082,Marwa Emam,Suez,78159.0,Public Relations and Advertising,34,Single,2021
1083,Nadia Ezzat,Sohag,99506.0,Economics and Political Science,36,Single,2021
1084,Ali Adel,Aswan,108309.0,Civil Aviation,40,Married,2021
1085,Asmaa El-Khouly,Kafr El Sheikh,64756.0,Nursing,29,Divorced,2021
1086,Youssef Sami,Tanta,76915.0,Fine Arts,54,Widowed,2021
1087,Soha Salem,Kafr El Sheikh,23974.0,Computer Science and Information Technology,39,Married,2021
1088,Khaled Adel,Cairo,75541.0,Medicine,48,Single,2021
1089,Emad Saeed,Minya,115856.0,Economics and Political Science,39,Married,2021
1090,Samir Gamal,Sohag,2430.0,Fine Arts,41,Divorced,2021
1091,Salma Mahmoud,Kafr El Sheikh,123953.0,Education,47,Single,2021
1092,Yasser Khalid,Kafr El Sheikh,3184.0,Agriculture,22,Single,2021
1093,Nermine Abdelhak,Zagazig,142092.0,Public Relations and Advertising,54,Single,2021
1094,Rania Osman,Suez,8478.0,Architecture,56,Single,2021
1095,Hassan Hassanein,Suez,95761.0,Environmental Agriculture,44,Widowed,2021
1096,Samir Nasr,Damietta,2148.0,Applied Sciences,26,Single,2021
1097,Ashraf Adel,Beni Suef,38897.0,Nursing,40,Single,2021
1098,Eman Nour,Minya,121350.0,Education,60,Widowed,2021
1099,Youssef Ramadan,Assiut,121578.0,Applied Sciences,32,Widowed,2021
1100,Nadia Fathy,Tanta,83924.0,Computer Science and Information Technology,53,Divorced,2021
1101,Walid Abdelhak,Aswan,42839.0,Arts,59,Widowed,2021
1102,Hanan Ali,Qena,100704.0,Pharmacy,22,Single,2021
1103,Hoda El-Khouly,Assiut,69393.0,Pharmacy,51,Divorced,2021
1104,Hany Saeed,Minya,10487.0,Nursing,42,Divorced,2021
1105,Yasmin Fathy,Luxor,55170.0,Agriculture,33,Divorced,2021
1106,Mamdouh Nasr,Giza,100487.0,Education,60,Divorced,2021
1107,Kamal Mahmoud,Kafr El Sheikh,133958.0,Civil Aviation,35,Widowed,2021
1108,Yasmin El-Din,Minya,70409.0,Arts,47,Widowed,2021
1109,Sherif El-Khouly,Kafr El Sheikh,68749.0,Tourism Studies,60,Divorced,2021
1110,Omar Saad,Suez,113071.0,Science,59,Divorced,2021
1111,Ashraf Saad,Damietta,67465.0,Economics and Political Science,50,Single,2021
1112,Hend Moharram,Suez,109423.0,Architecture,55,Divorced,2021
1113,Mamdouh Abdullah,Tanta,107945.0,Nursing,24,Married,2021
1114,Hassan Saeed,Beni Suef,6205.0,Civil Aviation,54,Divorced,2021
1115,Maher Mahmoud,Aswan,93976.0,Law,56,Married,2021
1116,Youssef Hassanein,Asyut,70416.0,Engineering,56,Married,2021
1117,Mervat Hassan,Tanta,112707.0,Applied Sciences,31,Widowed,2021
